headword,pronunciation,approval_batch,use_type,root_word,meaning,usage_note,derivation,origin_nation,national_usage,variant_forms,variant_pronunciations,related_words,example_celan,example_translation,source_entry_ids
Emilpral,/eh-meel-prahl/,Domestic and Sensory Life 1,Noun,PRAL,A flat object on which food is served or eaten; plate or serving tray,,Emil + Pral,,,,,Pral; Balemilaen; Balpral; Emil; Balpralaen; Emilbel; Belpralmek; Emildren; Davapral; Emilolan; Drenpralaen; Emilpralaen; Dropralaen; Emilpraleth; Emilrav; Emilshan; Eshpral; Emilshara; Eshpralaen; Emiltash; Eshpralor; Emilzhir; Kelpral; Talemilaen; Krezpral; Krezpralaen; Mahrpral; Mahrpralor; Mekeshpral; Mekpralor; Morlpral; Morpralaen; Norpral; Pralaen; Pralbal; Pralfel; Pralhav; Pralilan; Pralin; Pralmor; Pralor; Pralral; Pralvek; Pralvinor; Pralvokesh; Rethpral; Rinpral; Selpralaen; Shenpralor; Tenarpralaen; Vekpralor; Velpralaen; Velpralim; Velpralor; Velpraltrakor; Vethpralaen; Welpralor; Zhaelpralaen; Zhelpralaen,dor I emil an emilpral.,I put the food on the plate.,LX-DSL1-0004
Emilpralaen,/eh-meel-prahl-ah-ehn/,"Food, Agriculture, and Preservation 2",Verb,PRAL,"To cook; to deliberately transform food into an edible or desired prepared state, especially through heat",,Emil food + Pral skilled making + -aen,,,,,Pral; Balemilaen; Balpral; Emil; Balpralaen; Emilbel; Belpralmek; Emildren; Davapral; Emilolan; Drenpralaen; Emilpral; Dropralaen; Emilpraleth; Emilrav; Emilshan; Eshpral; Emilshara; Eshpralaen; Emiltash; Eshpralor; Emilzhir; Kelpral; Talemilaen; Krezpral; Krezpralaen; Mahrpral; Mahrpralor; Mekeshpral; Mekpralor; Morlpral; Morpralaen; Norpral; Pralaen; Pralbal; Pralfel; Pralhav; Pralilan; Pralin; Pralmor; Pralor; Pralral; Pralvek; Pralvinor; Pralvokesh; Rethpral; Rinpral; Selpralaen; Shenpralor; Tenarpralaen; Vekpralor; Velpralaen; Velpralim; Velpralor; Velpraltrakor; Vethpralaen; Welpralor; Zhaelpralaen; Zhelpralaen,emilpralaen I venak.,I cook the stew.,LX-FAP2-0009
Emilpraleth,/eh-meel-prah-leth/,"Food, Agriculture, and Preservation 2",Adjective,PRAL,Cooked; deliberately transformed into a prepared food state by heat or an equivalent culinary process,,Emil food + Pral deliberate preparation + -eth,,,,,Pral; Balemilaen; Kaemilpraleth; Balpral; Emil; Balpralaen; Emilbel; Belpralmek; Emildren; Davapral; Emilolan; Drenpralaen; Emilpral; Dropralaen; Emilpralaen; Emilrav; Emilshan; Eshpral; Emilshara; Eshpralaen; Emiltash; Eshpralor; Emilzhir; Kelpral; Talemilaen; Krezpral; Krezpralaen; Mahrpral; Mahrpralor; Mekeshpral; Mekpralor; Morlpral; Morpralaen; Norpral; Pralaen; Pralbal; Pralfel; Pralhav; Pralilan; Pralin; Pralmor; Pralor; Pralral; Pralvek; Pralvinor; Pralvokesh; Rethpral; Rinpral; Selpralaen; Shenpralor; Tenarpralaen; Vekpralor; Velpralaen; Velpralim; Velpralor; Velpraltrakor; Vethpralaen; Welpralor; Zhaelpralaen; Zhelpralaen,rinaen torin emilpraleth.,The meat is cooked.,LX-FAP2-0030
Emilrav,/eh-meel-rahv/,Domestic and Sensory Life 1,Noun,RAV,Hunger; the bodily pull or need for food,,Emil + Rav,,,Emilarav,/eh-meel-ah-rahv/,Rav; Balemilaen; Rav-; Emil; Drorav; Emilbel; Kalrav; Emildren; Ravjor; Emilolan; Ravkar; Emilpral; Ravohm; Emilpralaen; Ravshan; Emilpraleth; Ravvekaen; Emilshan; Ravwek; Emilshara; Ravzhel; Emiltash; Terrarav; Emilzhir; Wekrav; Talemilaen,rinaen I emilrav.,I am hungry.,LX-DSL1-0035
Emilshan,/eh-meel-shahn/,"Body, Internal Anatomy, and Ordinary Bodily Functions 1",Noun,SHAN,Intestine or bowel; the digestive passage beyond the stomach,,Emil food + Shan path or course,,,,,Shan; Balemilaen; Anshanaen; Emil; Balshan; Emilbel; Belshan; Emildren; Davashanaen; Emilolan; Dralshaneth; Emilpral; Lorzhiranshan; Emilpralaen; Lorzhirthalshan; Emilpraleth; Mavbalshanaen; Emilrav; Mavbalshaneth; Emilshara; Morlshan; Emiltash; Ndemshan; Emilzhir; Nokashan; Talemilaen; Norshan; Ohmshan; Ravshan; Selshan; Shalshan; Shanartheth; Shankalaen; Shanmek; Shanmorl; Shannali; Shantham; Shanvelrathor; Shanvelzhiraen; Terrashaneth; Thalshanaen; Urenshan; Vaarshan; Varshanmek; Velpralim; Worshankal; Zhelshan; Zhelshaneth,rinaen aiv an emilshan.,There is pain in the bowel.,LX-BIAOBF1-0026
Emilshara,/eh-meel-shah-rah/,"Food, Agriculture, and Preservation 2",Noun,SHARA,"A recipe; repeatable instructions, sequence, and proportions for preparing food or drink",,Emil food or meal + Shara path or ordered course,,,,,Shara; Balemilaen; Shara-; Emil; Awekshara; Emilbel; Belshara; Emildren; Brosshara; Emilolan; Dralshara; Emilpral; Droshara; Emilpralaen; Felshara; Emilpraleth; Kasharaen; Emilrav; Kinnshara; Emilshan; Lorshara; Emiltash; Mekshara; Emilzhir; Morlshara; Talemilaen; Nakshara; Rakushara; Rethshara; Sharaen; Sharaka; Sharalorin; Sharashen; Sharavok; Sharbel; Tharshara; Tharsharaen; Vershara; Weksharaen; Zhelshara; Zhirshara,velzhiraen I emilshara.,I remember the recipe.,LX-FAP2-0008
Emiltash,/eh-meel-tahsh/,"Body, Internal Anatomy, and Ordinary Bodily Functions 1",Noun,TASH,Stomach; the first food-receiving digestive organ,,Emil food + Tash organ,,,,,Tash; Balemilaen; Aentash; Emil; Emilbel; Emildren; Emilolan; Emilpral; Emilpralaen; Emilpraleth; Emilrav; Emilshan; Emilshara; Emilzhir; Talemilaen,rinaen emil an emiltash.,Food is in the stomach.,LX-BIAOBF1-0025
Emilzhir,/eh-meel-zheer/,"Environment, Geography, and Ecology 1",Noun,ZHIR,Food chain; a directional sequence of feeding relations through which nourishment and energy pass,,Emil food + Zhir connecting thread,,,,,Zhir; Balemilaen; Zhir-; Emil; Aenzhir; Emilbel; Belzhir; Emildren; Belzhirkavor; Emilolan; Felzhir; Emilpral; Jekzhirvek; Emilpralaen; Kavelzhiraen; Emilpraleth; Krenzhir; Emilrav; Lianzhir; Emilshan; Lorzhir; Emilshara; Morlzhir; Emiltash; Ngarzhir; Talemilaen; Norzhir; Nyelzhir; Selzhir; Shenzhir; Velzhiraen; Verdselzhir; Xarzhir; Zharin; Zhirath; Zhirbel; Zhirelorim; Zhiren; Zhirin; Zhirkalor; Zhirkel; Zhirkor; Zhirnyel; Zhirpel; Zhirrathor; Zhirshara; Zhirvek; Zhirverd; Zhirvok; Zhivor; Zhivorin,wekvaraen welzor an shara ser emilzhir.,The animal group migrates along a route shaped by the food chain.,LX-EGE1-0057
Eran,/eh-rahn/,"Clothing, Wearable Protection, and Ordinary Materials 2",Noun,,"Iron; the strong workable elemental metal used widely in tools, structures, weapons, and machinery",,,,,,,,rinaen kareth eran.,The hammer is iron.,LX-CWM2-0006; XR-eran
Esh,/ehsh/,,Noun,,Sky / Air,,,,,,,Esh-; Aneshxar; Drenesh; Drenvelesh; Drenvokesh; Esharu; Eshdren; Eshdrenaen; Eshjor; Eshkar; Eshkrezaen; Eshlin; Eshlor; Eshlorien; Eshlorral; Eshmekor; Eshnor; Eshpral; Eshpralaen; Eshpralor; Eshtenor; Eshthael; Eshtrakor; Eshvan; Eshvaraen; Eshvek; Eshvelaneth; Eshvelor; Eshvilor; Eshweknor; Eshxar; Kalvokesh; Mekeshpral; Pralvokesh; Terraesh; Xaresh; Zhivokesh; Zunesh,rinaen jor an esh.,There is a surge in the sky,LX-V1-0021; LX-V2-0006; LX-V2-0071; LX-V4-0110; XR-esh
Esh,/ehsh/,,Preposition,,Above / Over,,,,,,,Esh-; Aneshxar; Drenesh; Drenvelesh; Drenvokesh; Esharu; Eshdren; Eshdrenaen; Eshjor; Eshkar; Eshkrezaen; Eshlin; Eshlor; Eshlorien; Eshlorral; Eshmekor; Eshnor; Eshpral; Eshpralaen; Eshpralor; Eshtenor; Eshthael; Eshtrakor; Eshvan; Eshvaraen; Eshvek; Eshvelaneth; Eshvelor; Eshvilor; Eshweknor; Eshxar; Kalvokesh; Mekeshpral; Pralvokesh; Terraesh; Xaresh; Zhivokesh; Zunesh,rinaen jor an esh.,There is a surge in the sky,LX-V1-0021; LX-V2-0006; LX-V2-0071; LX-V4-0110; XR-esh
Esh,/ehsh/,,Suffix,,-esh (relational),,,,,,,Esh-; Aneshxar; Drenesh; Drenvelesh; Drenvokesh; Esharu; Eshdren; Eshdrenaen; Eshjor; Eshkar; Eshkrezaen; Eshlin; Eshlor; Eshlorien; Eshlorral; Eshmekor; Eshnor; Eshpral; Eshpralaen; Eshpralor; Eshtenor; Eshthael; Eshtrakor; Eshvan; Eshvaraen; Eshvek; Eshvelaneth; Eshvelor; Eshvilor; Eshweknor; Eshxar; Kalvokesh; Mekeshpral; Pralvokesh; Terraesh; Xaresh; Zhivokesh; Zunesh,rinaen jor an esh.,There is a surge in the sky,LX-V1-0021; LX-V2-0006; LX-V2-0071; LX-V4-0110; XR-esh
Esh-,/ehsh-/,,Noun,,"Sky, air, wind; freedom, thought, divine, intellect, perspective, beginnings.",Conceptual layer preserved.,,,,,,Esh; Aneshxar; Drenesh; Drenvelesh; Drenvokesh; Esharu; Eshdren; Eshdrenaen; Eshjor; Eshkar; Eshkrezaen; Eshlin; Eshlor; Eshlorien; Eshlorral; Eshmekor; Eshnor; Eshpral; Eshpralaen; Eshpralor; Eshtenor; Eshthael; Eshtrakor; Eshvan; Eshvaraen; Eshvek; Eshvelaneth; Eshvelor; Eshvilor; Eshweknor; Eshxar; Kalvokesh; Mekeshpral; Pralvokesh; Terraesh; Xaresh; Zhivokesh; Zunesh,,,DM-RM-S3-0006
Esharu,/ehsh-ah-roo/,General Magic and Metaphysical Practice 1,Noun,ARU; ESH,Mental magic; magic acting upon thought awareness perception memory emotion dream or will,,Esh thought or intellect + Aru magic,,,,,Aru; Esh; Aruaen; Esh-; Arueth; Aneshxar; Arukel; Drenesh; Arukelaen; Drenvelesh; Arural; Drenvokesh; Kaaruaen; Eshdren; Kaarueth; Eshdrenaen; Kalaru; Eshjor; Mekaru; Eshkar; Rinaru; Eshkrezaen; Eshlin; Eshlor; Eshlorien; Eshlorral; Eshmekor; Eshnor; Eshpral; Eshpralaen; Eshpralor; Eshtenor; Eshthael; Eshtrakor; Eshvan; Eshvaraen; Eshvek; Eshvelaneth; Eshvelor; Eshvilor; Eshweknor; Eshxar; Kalvokesh; Mekeshpral; Pralvokesh; Terraesh; Xaresh; Zhivokesh; Zunesh,aruaen ser kalaru ser esharu.,The friend practices physical and mental magic.,LX-GMMP1-0008
Eshdren,/esh-drehn/,"Environment, Geography, and Ecology 1",Noun,ESH; DREN,Humidity; the amount or felt presence of water vapor in the air,,Esh air + Dren water,,,,,Esh; Dren; Esh-; Dren-; Aneshxar; Drenaen; Drenesh; Drenalor; Drenvelesh; Drenartheth; Drenvokesh; Esharu; Dreneth; Eshdrenaen; Drenfel; Eshjor; Drenfellak; Eshkar; Drenjor; Eshkrezaen; Drenkavvek; Eshlin; Drenkor; Eshlor; Drenkorath; Eshlorien; Drenlivar; Eshlorral; Drenpralaen; Eshmekor; Drenrek; Eshnor; Drenselaen; Eshpral; Drenshal; Eshpralaen; Drentalaen; Eshpralor; Drenvaraen; Eshtenor; Eshthael; Drenverd; Eshtrakor; Eshvan; Drenvor; Eshvaraen; Emildren; Eshvek; Eshvelaneth; Feldrenaen; Eshvelor; Fennildren; Eshvilor; Kelvordren; Eshweknor; Krezdrenaen; Eshxar; Krezdrenvek; Kalvokesh; Lorinshaldren; Mekeshpral; Morldren; Pralvokesh; Peldren; Terraesh; Seldrenvinaen; Xaresh; Terradren; Zhivokesh; Vethdren; Zunesh; Vindrenaen; Zordren; Zordrenvinaen,vekaen eshjor eshdren thal mahr.,The gale carries humid air from the sea.,LX-EGE1-0024
Eshdrenaen,/ehsh-drehn-ah-ehn/,"Food, Agriculture, and Preservation 2",Verb,ESH; DREN,To steam food; to cook food through contact with heated water vapor without immersing it in liquid,,Esh air or vapor + Dren water + -aen; food is supplied by the lexical meaning and context,,,Eshadrenaen,/eh-shah-drehn-ah-ehn/,Esh; Dren; Esh-; Dren-; Aneshxar; Drenaen; Drenesh; Drenalor; Drenvelesh; Drenartheth; Drenvokesh; Esharu; Dreneth; Eshdren; Drenfel; Eshjor; Drenfellak; Eshkar; Drenjor; Eshkrezaen; Drenkavvek; Eshlin; Drenkor; Eshlor; Drenkorath; Eshlorien; Drenlivar; Eshlorral; Drenpralaen; Eshmekor; Drenrek; Eshnor; Drenselaen; Eshpral; Drenshal; Eshpralaen; Drentalaen; Eshpralor; Drenvaraen; Eshtenor; Eshthael; Drenverd; Eshtrakor; Eshvan; Drenvor; Eshvaraen; Emildren; Eshvek; Eshvelaneth; Feldrenaen; Eshvelor; Fennildren; Eshvilor; Kelvordren; Eshweknor; Krezdrenaen; Eshxar; Krezdrenvek; Kalvokesh; Lorinshaldren; Mekeshpral; Morldren; Pralvokesh; Peldren; Terraesh; Seldrenvinaen; Xaresh; Terradren; Zhivokesh; Vethdren; Zunesh; Vindrenaen; Zordren; Zordrenvinaen,eshdrenaen I fennil.,I steam the greens.,LX-FAP2-0015
Eshen,/ehshehn/,,Possessive,,His/Her/Their / Direct Possession marker,"Direct personal suffix -eshen, attached after the possessed noun. His / Her / Their. Third-person possessor-ka is also permitted, including for body parts.",,,,,,,,,LX-V3-0063
Eshjor,/esh-jor/,"Environment, Geography, and Ecology 1",Noun,ESH; JOR,Gale; a sustained dangerously strong wind,,Esh air + Jor surge,,,,,Esh; Jor; Esh-; Drenjor; Aneshxar; Drojormek; Drenesh; Joreth; Drenvelesh; Jorkal; Drenvokesh; Jorlin; Esharu; Jornak; Eshdren; Jornor; Eshdrenaen; Jorvak; Eshkar; Jorvalin; Eshkrezaen; Jorvar; Eshlin; Jorvilor; Eshlor; Jorzhael; Eshlorien; Jorzhel; Eshlorral; Jorzhelkav; Eshmekor; Karjor; Eshnor; Leyajor; Eshpral; Morljor; Eshpralaen; Ngarjor; Eshpralor; Ngarjoraen; Eshtenor; Rathjor; Eshthael; Rathorjor; Eshtrakor; Ravjor; Eshvan; Sadarjor; Eshvaraen; Tavojorin; Eshvek; Veljor; Eshvelaneth; Eshvelor; Eshvilor; Eshweknor; Eshxar; Kalvokesh; Mekeshpral; Pralvokesh; Terraesh; Xaresh; Zhivokesh; Zunesh,aen eshkar nor eshjor.,Thunder sounds during the gale.,LX-EGE1-0023
Eshkar,/esh-kahr/,"Environment, Geography, and Ecology 1",Noun,ESH; KAR,Thunder; the abrupt sound produced through a storm-charged sky,,Esh sky + Kar strike,,,,,Esh; Kar; Esh-; Arthkaraen; Aneshxar; Kareth; Drenesh; Karethaen; Drenvelesh; Karjor; Drenvokesh; Karmek; Esharu; Karthael; Eshdren; Karvek; Eshdrenaen; Morkar; Eshjor; Pelkar; Eshkrezaen; Ravkar; Eshlin; Thamkar; Eshlor; Vorkaral; Eshlorien; Eshlorral; Eshmekor; Eshnor; Eshpral; Eshpralaen; Eshpralor; Eshtenor; Eshthael; Eshtrakor; Eshvan; Eshvaraen; Eshvek; Eshvelaneth; Eshvelor; Eshvilor; Eshweknor; Eshxar; Kalvokesh; Mekeshpral; Pralvokesh; Terraesh; Xaresh; Zhivokesh; Zunesh,rinaen drenesh esh eshkar.,The cloud hangs above the thunder.,LX-EGE1-0022
Eshkrezaen,/ehsh-krehz-ah-ehn/,"Food, Agriculture, and Preservation 2",Verb,ESH; KREZ,To roast; to cook an exposed solid food through sustained dry heat surrounding or radiating toward it,,Esh open air + Krez heat + -aen; food is supplied by the lexical meaning and context,,,,,Esh; Krez; Esh-; Krez-; Aneshxar; Kavkrez; Drenesh; Krezaen; Drenvelesh; Krezdralfel; Drenvokesh; Krezdrenaen; Esharu; Krezdrenvek; Eshdren; Krezfel; Eshdrenaen; Krezlorin; Eshjor; Krezmorath; Eshkar; Krezmorl; Eshlin; Kreznyel; Eshlor; Krezor; Eshlorien; Krezpral; Eshlorral; Krezpralaen; Eshmekor; Krezrek; Eshnor; Krezshen; Eshpral; Kreztharim; Eshpralaen; Kreztorin; Eshpralor; Krezvek; Eshtenor; Mavkrez; Eshthael; Olankrezaen; Eshtrakor; Pelkrezaen; Eshvan; Welkrez; Eshvaraen; Xarkrezaen; Eshvek; Eshvelaneth; Eshvelor; Eshvilor; Eshweknor; Eshxar; Kalvokesh; Mekeshpral; Pralvokesh; Terraesh; Xaresh; Zhivokesh; Zunesh,eshkrezaen I teravin.,I roast the root vegetables.,LX-FAP2-0012
Eshlin,/ehshleen/,,Noun,ESH,Common Bird,Esh (sky) + -lin (collective/small thing),,,,,,Esh; Esh-; Aneshxar; Drenesh; Drenvelesh; Drenvokesh; Esharu; Eshdren; Eshdrenaen; Eshjor; Eshkar; Eshkrezaen; Eshlor; Eshlorien; Eshlorral; Eshmekor; Eshnor; Eshpral; Eshpralaen; Eshpralor; Eshtenor; Eshthael; Eshtrakor; Eshvan; Eshvaraen; Eshvek; Eshvelaneth; Eshvelor; Eshvilor; Eshweknor; Eshxar; Kalvokesh; Mekeshpral; Pralvokesh; Terraesh; Xaresh; Zhivokesh; Zunesh,Aenaen I eshlin an velmarin.,I hear a bird in the ancient tree.,LX-V4-0061
Eshlor,/ehsh-lohr/,National Expansion 1,Noun,ESH; LOR,Wind bearing; direction read from the air,,Esh + Lor,Zarithan,A navigational bearing determined from wind or atmospheric movement.,,,Esh; Lor; Esh-; Belvoklor; Aneshxar; Drallor; Drenesh; Eshlorral; Drenvelesh; Fellor; Drenvokesh; Liorin; Esharu; Lorash; Eshdren; Lorbel; Eshdrenaen; Lorin; Eshjor; Lorlivok; Eshkar; Lormahr; Eshkrezaen; Lormek; Eshlin; Lormekor; Eshlorien; Lormekral; Lorpel; Eshmekor; Lorshara; Eshnor; Lorvekaen; Eshpral; Lorvekral; Eshpralaen; Lorzhir; Eshpralor; Naklorral; Eshtenor; Eshthael; Eshtrakor; Eshvan; Eshvaraen; Eshvek; Eshvelaneth; Eshvelor; Eshvilor; Eshweknor; Eshxar; Kalvokesh; Mekeshpral; Pralvokesh; Terraesh; Xaresh; Zhivokesh; Zunesh,lorin eshlor sharavok.,The wind bearing guides the caravan.,LX-NE1-0037
Eshlorien,/ehshloh-ree-ehn/,,Noun,ESH,Wave Naming Ritual,Derived From: Esh (sky/air) + lorin (guide). Meaning: A naming ceremony for children born by the sea.,,,,,,Esh; Kalorinath; Esh-; Krezlorin; Aneshxar; Lorin; Drenesh; Sharalorin; Drenvelesh; Xarlorin; Drenvokesh; Esharu; Eshdren; Eshdrenaen; Eshjor; Eshkar; Eshkrezaen; Eshlin; Eshlor; Eshlorral; Eshmekor; Eshnor; Eshpral; Eshpralaen; Eshpralor; Eshtenor; Eshthael; Eshtrakor; Eshvan; Eshvaraen; Eshvek; Eshvelaneth; Eshvelor; Eshvilor; Eshweknor; Eshxar; Kalvokesh; Mekeshpral; Pralvokesh; Terraesh; Xaresh; Zhivokesh; Zunesh,Eshlorien nor dren an Zhaelor.,The wave naming flows by the water in spring.,LX-V3-0108
Eshlorral,/ehsh-lohr-rahl/,Transportation and Vehicle Operations 1,Noun,ESH; LOR; RAL,A pilot; a person trained to control an aircraft or another specialized vehicle navigated through three-dimensional space,,Esh air + Lor guidance + Ral practitioner,,,Eshloraral,/ehsh-loh-rah-rahl/,Esh; Lor; Ral; Esh-; Belvoklor; Aennorral; Aneshxar; Drallor; Aenthaelral; Drenesh; Eshlor; Balral; Drenvelesh; Fellor; Belvethral; Drenvokesh; Liorin; Belzorral; Esharu; Lorash; Dovhavral; Eshdren; Lorbel; Droral; Eshdrenaen; Lorin; Gavral; Eshjor; Lorlivok; Karthaelral; Eshkar; Lormahr; Kavral; Eshkrezaen; Lormek; Kelvekral; Eshlin; Lormekor; Khumkelral; Lormekral; Krenral; Eshlorien; Lorpel; Lorbelral; Eshmekor; Lorshara; Eshnor; Lorvekaen; Lorvekral; Eshpral; Mekral; Eshpralaen; Lorzhir; Mormekral; Eshpralor; Naklorral; Eshtenor; Neshbrenral; Eshthael; Nkural; Eshtrakor; Norpralral; Eshvan; Pralral; Eshvaraen; Rinpralral; Eshvek; Shenral; Eshvelaneth; Thaelral; Eshvelor; Vethral; Eshvilor; Xarvethral; Eshweknor; Zhaelral; Eshxar; Zhirkelral; Kalvokesh; Mekeshpral; Pralvokesh; Terraesh; Xaresh; Zhivokesh; Zunesh,eshvaraen eshlorral eshvek.,The pilot flies the aircraft.,LX-TVO1-0034
Eshmekor,/ehsh-meh-kohr/,Built Spaces and Public Infrastructure 1,Noun,ESH,Tower; a tall structure whose usable space rises substantially above its surrounding buildings or land,,Esh above + Mekor building,,,,,Esh; Lormekor; Esh-; Mekor; Aneshxar; Drenesh; Drenvelesh; Drenvokesh; Esharu; Eshdren; Eshdrenaen; Eshjor; Eshkar; Eshkrezaen; Eshlin; Eshlor; Eshlorien; Eshlorral; Eshnor; Eshpral; Eshpralaen; Eshpralor; Eshtenor; Eshthael; Eshtrakor; Eshvan; Eshvaraen; Eshvek; Eshvelaneth; Eshvelor; Eshvilor; Eshweknor; Eshxar; Kalvokesh; Mekeshpral; Pralvokesh; Terraesh; Xaresh; Zhivokesh; Zunesh,rinaen shalkor an eshmekor.,The signal lamp is in the tower.,LX-BSPI1-0036
Eshnor,/esh-nor/,"Environment, Geography, and Ecology 1",Noun,ESH; NOR,Weather; the present or near-term condition of the air and sky,,Esh air or sky + Nor time-state,,,,,Esh; Nor; Esh-; Aennor; Aneshxar; Athnor; Drenesh; Belnoraen; Drenvelesh; Delnor; Drenvokesh; Eshweknor; Esharu; Felnor; Eshdren; Jornor; Eshdrenaen; Nethnor; Eshjor; nor-ka; Eshkar; Noraen; Eshkrezaen; Noral; Eshlin; Normav; Eshlor; Normek; Eshlorien; Norpral; Eshlorral; Norreth; Eshmekor; Norshan; Eshpral; Norzhir; Eshpralaen; Pelnor; Eshpralor; Rathnor; Eshtenor; Sernor; Eshthael; Shalnor; Eshtrakor; Thalnor; Eshvan; Thalnoraen; Eshvaraen; Varnor; Eshvek; Velnor; Eshvelaneth; Vethnor; Eshvelor; Weknor; Eshvilor; Xilnor; Eshxar; Kalvokesh; Mekeshpral; Pralvokesh; Terraesh; Xaresh; Zhivokesh; Zunesh,rinaen wek an eshnor.,There is a cycle in the weather.,LX-EGE1-0019
Eshpral,/ehsh-prahl/,Domestic and Sensory Life 1,Noun,ESH; PRAL,A raised flat support surface used to hold household objects; shelf,,Esh + Pral,,,Eshapral,/eh-shah-prahl/,Esh; Pral; Esh-; Balpral; Aneshxar; Balpralaen; Drenesh; Belpralmek; Drenvelesh; Davapral; Drenvokesh; Drenpralaen; Esharu; Dropralaen; Eshdren; Emilpral; Eshdrenaen; Emilpralaen; Eshjor; Emilpraleth; Eshkar; Eshpralaen; Eshkrezaen; Eshpralor; Eshlin; Kelpral; Eshlor; Krezpral; Eshlorien; Krezpralaen; Eshlorral; Mahrpral; Eshmekor; Mahrpralor; Eshnor; Mekeshpral; Mekpralor; Morlpral; Eshtenor; Morpralaen; Eshthael; Norpral; Eshtrakor; Pralaen; Eshvan; Pralbal; Eshvaraen; Pralfel; Eshvek; Pralhav; Eshvelaneth; Pralilan; Eshvelor; Pralin; Eshvilor; Pralmor; Eshweknor; Pralor; Eshxar; Pralral; Kalvokesh; Pralvek; Pralvinor; Pralvokesh; Terraesh; Rethpral; Xaresh; Rinpral; Zhivokesh; Selpralaen; Zunesh; Shenpralor; Tenarpralaen; Vekpralor; Velpralaen; Velpralim; Velpralor; Velpraltrakor; Vethpralaen; Welpralor; Zhaelpralaen; Zhelpralaen,rinaen kavvek an eshpral.,The jar is on the shelf.,LX-DSL1-0006
Eshpralaen,/ehsh-prahl-ah-ehn/,General Magic and Metaphysical Practice 1,Verb,ESH; PRAL,To shape or control air wind or atmospheric motion through extraordinary trained practice,,Esh air or wind + Pral skilled shaping,,,,,Esh; Pral; Esh-; Balpral; Aneshxar; Balpralaen; Drenesh; Belpralmek; Drenvelesh; Davapral; Drenvokesh; Drenpralaen; Esharu; Dropralaen; Eshdren; Emilpral; Eshdrenaen; Emilpralaen; Eshjor; Emilpraleth; Eshkar; Eshpral; Eshkrezaen; Eshpralor; Eshlin; Kelpral; Eshlor; Krezpral; Eshlorien; Krezpralaen; Eshlorral; Mahrpral; Eshmekor; Mahrpralor; Eshnor; Mekeshpral; Mekpralor; Morlpral; Eshtenor; Morpralaen; Eshthael; Norpral; Eshtrakor; Pralaen; Eshvan; Pralbal; Eshvaraen; Pralfel; Eshvek; Pralhav; Eshvelaneth; Pralilan; Eshvelor; Pralin; Eshvilor; Pralmor; Eshweknor; Pralor; Eshxar; Pralral; Kalvokesh; Pralvek; Pralvinor; Pralvokesh; Terraesh; Rethpral; Xaresh; Rinpral; Zhivokesh; Selpralaen; Zunesh; Shenpralor; Tenarpralaen; Vekpralor; Velpralaen; Velpralim; Velpralor; Velpraltrakor; Vethpralaen; Welpralor; Zhaelpralaen; Zhelpralaen,dropralaen arural dro ser eshpralaen seren esh.,The practitioner shapes water and the guardian shapes wind.,LX-GMMP1-0032
Eshpralor,/ehsh-prah-lohr/,Built Spaces and Public Infrastructure 1,Noun,ESH; PRAL,Platform; a prepared raised surface used for boarding loading speaking working or observation,,Esh raised + Pral flat surface + -or place,,,Eshapralor,/eh-shah-prah-lohr/,Esh; Pral; Esh-; Balpral; Aneshxar; Balpralaen; Drenesh; Belpralmek; Drenvelesh; Davapral; Drenvokesh; Drenpralaen; Esharu; Dropralaen; Eshdren; Emilpral; Eshdrenaen; Emilpralaen; Eshjor; Emilpraleth; Eshkar; Eshpral; Eshkrezaen; Eshpralaen; Eshlin; Kelpral; Eshlor; Krezpral; Eshlorien; Krezpralaen; Eshlorral; Mahrpral; Eshmekor; Mahrpralor; Eshnor; Mekeshpral; Mekpralor; Morlpral; Eshtenor; Morpralaen; Eshthael; Norpral; Eshtrakor; Pralaen; Eshvan; Pralbal; Eshvaraen; Pralfel; Eshvek; Pralhav; Eshvelaneth; Pralilan; Eshvelor; Pralin; Eshvilor; Pralmor; Eshweknor; Pralor; Eshxar; Pralral; Kalvokesh; Pralvek; Pralvinor; Pralvokesh; Terraesh; Rethpral; Xaresh; Rinpral; Zhivokesh; Selpralaen; Zunesh; Shenpralor; Tenarpralaen; Vekpralor; Velpralaen; Velpralim; Velpralor; Velpraltrakor; Vethpralaen; Welpralor; Zhaelpralaen; Zhelpralaen,rinaen vekin an eshpralor.,The passengers are on the platform.,LX-BSPI1-0028
