entry_id,source_volume,source_section,page_number,celan_term,english_meaning,category,usage_context,original_wording,canon_status,notes,related_entry_ids,relationship_type,potential_tension_id,review_status,review_reason
LX-V2-0217,Volume 2: Dictionary and Word Formation,Nuances of Quantification and Specificity > Quantifiers,22-23,Ekor,Each / Every,Quantifier,Usage: Placed before the noun.,"Ekor (Each / Every): Derivation: Ek (Hypothetical root for ""one/single"" related to numbers?) + Kor (Source/Strength)? ""Each source."" Usage: Placed before the noun.",Canon,Original quantifier entry preserved. Derivation contains source uncertainty.,GR-V2-0005,related usage,PT-V2-0023,Needs Human Review,possible derivation uncertainty
LX-V2-0218,Volume 2: Dictionary and Word Formation,Interjections and Exclamations,23,Aie! / Aia!,Ouch! Ow! (Sudden pain).,Interjection / Exclamation,Sharp vowel sounds.,Aie! / Aia!: Meaning: Ouch! Ow! (Sudden pain). Derivation/Sound: Sharp vowel sounds.,Canon,Original interjection entry preserved.,,,,Approved,
LX-V2-0219,Volume 2: Dictionary and Word Formation,Interjections and Exclamations,23,Dral!,"Wow! Heavens! (Surprise, awe - positive or negative).",Interjection / Exclamation,From Dral (Sky/Heavens/Wonder).,"Dral!: Meaning: Wow! Heavens! (Surprise, awe - positive or negative). Derivation/Sound: From Dral (Sky/Heavens/Wonder).",Canon,Original interjection entry preserved.,,,,Approved,
LX-V2-0220,Volume 2: Dictionary and Word Formation,Interjections and Exclamations,23,Fah!,"Ugh! Hmph! Bah! (Disgust, frustration, dismissal).",Interjection / Exclamation,From Fah (Darkness/Fear).,"Fah!: Meaning: Ugh! Hmph! Bah! (Disgust, frustration, dismissal). Derivation/Sound: From Fah (Darkness/Fear).",Canon,Original interjection entry preserved.,,,,Approved,
LX-V2-0221,Volume 2: Dictionary and Word Formation,Interjections and Exclamations,23,Vaar'a! (Vaar-AH!),"Phew! Ahh! (Relief, release of tension).",Interjection / Exclamation,Vaar (Peace) + emphasizing -a.,"Vaar'a! (Vaar-AH!): Meaning: Phew! Ahh! (Relief, release of tension). Derivation/Sound: Vaar (Peace) + emphasizing -a.",Canon,Original interjection entry preserved.,,,,Approved,
LX-V2-0222,Volume 2: Dictionary and Word Formation,Interjections and Exclamations,23,Krez!,"Blast! Damn! (Sudden anger, frustration, outburst).",Interjection / Exclamation,From Krez (Fire).,"Krez!: Meaning: Blast! Damn! (Sudden anger, frustration, outburst). Derivation/Sound: From Krez (Fire).",Canon,Original interjection entry preserved.,,,,Approved,
LX-V2-0223,Volume 2: Dictionary and Word Formation,Interjections and Exclamations,23,Lia'ka!,"Aha! Got it! Indeed! (Sudden understanding, confirmation).",Interjection / Exclamation,Lia (Yes) + -ka (Linking/Emphasis).,"Lia'ka!: Meaning: Aha! Got it! Indeed! (Sudden understanding, confirmation). Derivation/Sound: Lia (Yes) + -ka (Linking/Emphasis).",Canon,Original interjection entry preserved.,,,PT-V2-0024,Needs Human Review,terminology overlap
LX-V2-0224,Volume 2: Dictionary and Word Formation,Interjections and Exclamations,23,Hssst! or Sssst!,Shh! Quiet! Listen! (Command for silence or attention).,Interjection / Exclamation,Sibilant sounds.,Hssst! or Sssst!: Meaning: Shh! Quiet! Listen! (Command for silence or attention). Derivation/Sound: Sibilant sounds.,Canon,Original interjection entry preserved.,,,,Approved,
LX-V2-0225,Volume 2: Dictionary and Word Formation,Interjections and Exclamations,23,Hur! / Har!,"Hup! Yah! (Sound of effort, exertion, like lifting or striking).",Interjection / Exclamation,"Guttural, sharp sound.","Hur! / Har!: Meaning: Hup! Yah! (Sound of effort, exertion, like lifting or striking). Derivation/Sound: Guttural, sharp sound.",Canon,Original interjection entry preserved.,,,,Approved,
LX-V3-0001,"Volume 3: Culture, Context, and Advanced Expression",Politeness and Honorifics > Titles and Roles,4,Liana,Lady,Title / Role,,Liana: Lady,Canon,Original term entry preserved.,GR-V3-0001,related usage,,Approved,
LX-V3-0002,"Volume 3: Culture, Context, and Advanced Expression",Politeness and Honorifics > Titles and Roles,4,Lianor,Sir,Title / Role,,Lianor: Sir,Canon,Original term entry preserved.,GR-V3-0001,related usage,,Approved,
LX-V3-0003,"Volume 3: Culture, Context, and Advanced Expression",Politeness and Honorifics > Titles and Roles,4,Liorin,Teacher/Elder,Title / Role,,Liorin: Teacher/Elder,Canon,Original term entry preserved.,GR-V3-0001,related usage,,Approved,
LX-V3-0004,"Volume 3: Culture, Context, and Advanced Expression",Politeness and Honorifics > Titles and Roles,4,Liorinen,Honored Elder/Teacher,Title / Role,,Liorinen: Honored Elder/Teacher,Canon,Original term entry preserved.,GR-V3-0001,related usage,,Approved,
LX-V3-0005,"Volume 3: Culture, Context, and Advanced Expression",Politeness and Honorifics > Titles and Roles,4,Lorin,Guide,Title / Role,,Lorin: Guide,Canon,Original term entry preserved.,GR-V3-0001,related usage,,Approved,
LX-V3-0006,"Volume 3: Culture, Context, and Advanced Expression",Politeness and Honorifics > Titles and Roles,4,Lorinen,Honored Guide,Title / Role,,Lorinen: Honored Guide,Canon,Original term entry preserved.,GR-V3-0001,related usage,,Approved,
LX-V3-0007,"Volume 3: Culture, Context, and Advanced Expression",Politeness and Honorifics > Titles and Roles,4,Seren,Guardian/Protector,Title / Role,,Seren: Guardian/Protector,Canon,Original term entry preserved.,GR-V3-0001,related usage,,Approved,
LX-V3-0008,"Volume 3: Culture, Context, and Advanced Expression",Politeness and Honorifics > Titles and Roles,4,Li-Seren,Respected Guardian,Title / Role,,Li-Seren: Respected Guardian,Canon,Original term entry preserved.,GR-V3-0001,related usage,,Approved,
LX-V3-0009,"Volume 3: Culture, Context, and Advanced Expression",Register Markers,5,Aen,To speak/tell - poetic/deep,Formal Vocabulary,"Use in rituals, court, formal address, writing, when emphasizing depth. Combine with Li- / -en.","Aen (To speak/tell - poetic/deep). Usage: Use in rituals, court, formal address, writing, when emphasizing depth. Combine with Li- / -en.",Canon,Original term entry preserved.,,,PT-V3-0002,Needs Human Review,terminology overlap
LX-V3-0010,"Volume 3: Culture, Context, and Advanced Expression",Register Markers,5,Var,To go/move - purposeful,Formal Vocabulary,"Use in rituals, court, formal address, writing, when emphasizing depth. Combine with Li- / -en.","Var (To go/move - purposeful). Usage: Use in rituals, court, formal address, writing, when emphasizing depth. Combine with Li- / -en.",Canon,Original term entry preserved.,,,PT-V3-0003,Needs Human Review,terminology overlap
LX-V3-0011,"Volume 3: Culture, Context, and Advanced Expression",Register Markers,5,Dren,Water - symbolic,Formal Vocabulary,"Use in rituals, court, formal address, writing, when emphasizing depth. Combine with Li- / -en.","Dren (Water - symbolic). Usage: Use in rituals, court, formal address, writing, when emphasizing depth. Combine with Li- / -en.",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0012,"Volume 3: Culture, Context, and Advanced Expression",Register Markers,5,Kel,To say/talk/tell - direct,Informal Vocabulary,"Use in casual conversation, between friends/family, marketplaces. Avoid Li- / -en unless context requires politeness.","Kel (To say/talk/tell - direct). Usage: Use in casual conversation, between friends/family, marketplaces. Avoid Li- / -en unless context requires politeness.",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0013,"Volume 3: Culture, Context, and Advanced Expression",Register Markers,5,Min,To go/walk/head over - casual,Informal Vocabulary,"Use in casual conversation, between friends/family, marketplaces. Avoid Li- / -en unless context requires politeness.","Min (To go/walk/head over - casual). Usage: Use in casual conversation, between friends/family, marketplaces. Avoid Li- / -en unless context requires politeness.",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0014,"Volume 3: Culture, Context, and Advanced Expression",Register Markers,5,Dro,Water - basic,Informal Vocabulary,"Use in casual conversation, between friends/family, marketplaces. Avoid Li- / -en unless context requires politeness.","Dro (Water - basic). Usage: Use in casual conversation, between friends/family, marketplaces. Avoid Li- / -en unless context requires politeness.",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0015,"Volume 3: Culture, Context, and Advanced Expression",Register Markers,5,Ar,"Intensifier - very, intensely",Emotional Intensity Marker,Place after the verb/adjective. Fahaen I ar! (I am terrified!).,"Ar (Intensifier - very, intensely). Usage: Place after the verb/adjective. Fahaen I ar! (I am terrified!).",Canon,Original term entry preserved.,,,PT-V3-0004,Needs Human Review,terminology overlap
LX-V3-0016,"Volume 3: Culture, Context, and Advanced Expression",Register Markers,5,Fel,"Diminisher - slightly, a bit",Emotional Intensity Marker,Place after the verb/adjective. Theraen I fel. (I long a little.),"Fel (Diminisher - slightly, a bit). Usage: Place after the verb/adjective. Theraen I fel. (I long a little.)",Canon,Original term entry preserved.,,,PT-V3-0005,Needs Human Review,terminology overlap
LX-V3-0017,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers,5-6,Lia,Yes,Basic Response,"“Lia, I var dren.” – “Yes, I go to the water.”",Lia: Yes,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0018,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers,5-6,Ka,No,Basic Response,“Ka.” – “No.”,Ka: No,Canon,Original term entry preserved.,,,PT-V3-0006,Needs Human Review,terminology overlap
LX-V3-0019,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers,5-6,Rethlian,Maybe,Basic Response,"“Rethlian, I nor var dren.” – “Maybe, I will go to the water.”",Rethlian: Maybe,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0020,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers,5-6,Em… or Eh…,Indicate thinking or hesitating.,Hesitation Sound,,Em… or Eh…: Indicate thinking or hesitating.,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0021,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers,5-6,Mmm,Considering or listening thoughtfully.,Hesitation Sound,,Mmm: Considering or listening thoughtfully.,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0022,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Lialor,“Indeed” or “Certainly.”,Discourse Particle,"“Lialor, serin vanesh shenakar.” – “Indeed, the friends trade coinage.”","Lialor: “Indeed” or “Certainly.” “Lialor, serin vanesh shenakar.” – “Indeed, the friends trade coinage.”",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0023,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Varthen,“So” or “Thus.”,Discourse Particle,"“Varthen, Ya var dren?” – “So, you go to the water?”","Varthen: “So” or “Thus.” “Varthen, Ya var dren?” – “So, you go to the water?”",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0024,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Shalra,“Well?” or “So then?”,Discourse Particle,"“Shalra, Ya var emil?” – “Well, do you get food?”","Shalra: “Well?” or “So then?” “Shalra, Ya var emil?” – “Well, do you get food?”",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0025,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Lianlor,“Honestly” or “To be truthful…”,Discourse Particle,"“Lianlor, Ver var I dren.” – “Honestly, I do not go to the water.”","Lianlor: “Honestly” or “To be truthful…” “Lianlor, Ver var I dren.” – “Honestly, I do not go to the water.”",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0026,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Vara,"Then, Next, So (sequencer).",Discourse Particle,Usage: Typically clause-initial.,"Vara: Then, Next, So (sequencer). Usage: Typically clause-initial.",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0027,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Thalka,"But, However, Yet, Still (contrast).",Discourse Particle,Usage: Typically clause-initial.,"Thalka: But, However, Yet, Still (contrast). Usage: Typically clause-initial.",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0028,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Sera,"Also, Too, Even, As well (additive).",Discourse Particle,"Usage: Flexible placement, often after subject or near modified element.","Sera: Also, Too, Even, As well (additive). Usage: Flexible placement, often after subject or near modified element.",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0029,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Tek,"Just, Only, Merely (limiter).",Discourse Particle,Usage: Typically before the modified element.,"Tek: Just, Only, Merely (limiter). Usage: Typically before the modified element.",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0030,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Elan,"Well... (conversational starter/filler, declarative).",Discourse Particle,Usage: Typically sentence-initial.,"Elan: Well... (conversational starter/filler, declarative). Usage: Typically sentence-initial.",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0031,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Rathka,"As if, Supposing, Like (hypothetical).",Discourse Particle,Usage: Typically clause-initial.,"Rathka: As if, Supposing, Like (hypothetical). Usage: Typically clause-initial.",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0032,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Lialor'ka,Really?! Truly?! Actually?! (surprise/emphasis).,Discourse Particle,Usage: As interjection or emphasis.,Lialor'ka: Really?! Truly?! Actually?! (surprise/emphasis). Usage: As interjection or emphasis.,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0033,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Reth‘thal,"Perhaps, Possibly (stronger doubt than Rethlian).",Discourse Particle,Usage: Typically sentence-initial.,"Reth‘thal: Perhaps, Possibly (stronger doubt than Rethlian). Usage: Typically sentence-initial.",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0034,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Lia‘ser,"Right, Okay, I see, Understood (acknowledgement).",Discourse Particle,Usage: Response marker.,"Lia‘ser: Right, Okay, I see, Understood (acknowledgement). Usage: Response marker.",Canon,Original term entry preserved.,,,,Approved,
LX-V3-0035,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Lian'lia,Exactly! Precisely! Just so! (strong agreement).,Discourse Particle,Usage: Response marker.,Lian'lia: Exactly! Precisely! Just so! (strong agreement). Usage: Response marker.,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0036,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Verka,Not at all! Absolutely not! (emphatic negation).,Discourse Particle,Usage: Response marker.,Verka: Not at all! Absolutely not! (emphatic negation). Usage: Response marker.,Canon,Original term entry preserved.,,,,Approved,
LX-V3-0037,"Volume 3: Culture, Context, and Advanced Expression",Pragmatic Usage and Discourse Markers > Discourse Particles,6,Thaal'ra,I wonder if... (speculation).,Discourse Particle,Usage: Typically sentence-initial.,Thaal'ra: I wonder if... (speculation). Usage: Typically sentence-initial.,Canon,Original term entry preserved.,,,,Approved,
